id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1214518498442525788,Nice luxurious room in Newark,310201377,Blessed,,West,40.74506,-74.22771,Private room,55,1,26,2024-12-20,5.23,9,220,26,
1214580364859125162,"Gated Apt w/ Free Parking, Game Room & Shared Gym",51958771,Sumana,,Central,40.72984,-74.18038,Entire home/apt,321,2,7,2024-12-28,1.71,3,348,7,
1214593946986804059,Gated 2nd level Apt. ~Walk to Prudential Center,51958771,Sumana,,Central,40.72984,-74.18038,Entire home/apt,231,2,8,2024-12-15,1.82,3,350,8,
1214694999295258409,Cozy Home 20 Min From NYC,154903257,Jasmine,,Central,40.73459,-74.17492,Entire home/apt,,1,3,2024-12-06,0.76,3,364,3,
1214761317068063391,5* Luxurious 3 BR Home 10 mins from Newark Airport,593831602,Olajumoke,,Central,40.73746,-74.20013,Entire home/apt,385,1,15,2024-12-23,3.15,2,176,15,
1216880897361196406,T -Private room T,168575385,Samira,,South,40.71512,-74.2113,Private room,,3,9,2024-12-04,2.00,12,0,9,
1217095107033036544,Luxurious Suite,180671361,Idowu,,East,40.72279169999999,-74.1590166,Entire home/apt,200,3,8,2024-12-28,2.55,3,364,8,
1217125785475290293,Cozy Room 1,180671361,Idowu,,East,40.72279169999999,-74.1590166,Private room,75,2,11,2024-12-15,2.31,3,363,11,
1217147806972041377,Cozy Room 2,180671361,Idowu,,East,40.72279169999999,-74.1590166,Private room,75,2,13,2024-12-02,2.83,3,360,13,
1217303227335483889,Comfy N Cozy,594534186,Rashaun,,South,40.72598250985788,-74.21513825654984,Entire home/apt,187,1,14,2024-12-13,4.16,1,168,14,
1217514712390931663,R -Private room R,168575385,Samira,,South,40.71444,-74.2106,Private room,,3,9,2024-12-24,1.97,12,30,9,
1217517775586318733,S - Private room S,168575385,Samira,,South,40.71412,-74.20977,Private room,,3,9,2024-12-09,1.89,12,2,9,
1218144936191101156,Elegant 1-Bedroom Apt Perfect for a Relaxing Stay,579025485,Diana,,North,40.7828474,-74.1602726,Entire home/apt,111,1,8,2024-11-29,1.76,2,71,8,
1218386882236410239,Bright and Airy Apt in a Prime Location- 3 Bed,579025485,Diana,,Central,40.75504,-74.18582,Entire home/apt,,1,14,2024-12-27,3.09,2,0,14,
1218873897618477671,Stay | 1BR King l W/ Free Parking I Min fr NYC,594975912,Dion C,,Central,40.73753,-74.16613,Entire home/apt,153,1,16,2024-12-23,3.48,8,360,16,
1219022195802235189,Stay l 1BR King Bed l 20 Min to NYC,594975912,Dion C,,Central,40.73317,-74.17529,Entire home/apt,145,1,17,2024-12-20,3.86,8,362,17,
1219027020594023793,Belmont Suites |  BR 2 | 30 mins to NYC,14628921,Donald,,Central,40.73881,-74.19165,Private room,83,1,2,2024-09-24,0.42,6,89,2,
1219034418421237579,Stay l Modern 1 BR King Bed l 20 Min To NYC,594975912,Dion C,,Central,40.73281,-74.17504,Entire home/apt,154,1,18,2024-12-19,3.91,8,361,18,
1219042915164878193,Stay l Modern 2 BR l 20 Min to NYC,594975912,Dion C,,Central,40.73373,-74.17395,Entire home/apt,184,1,19,2024-12-21,4.60,8,359,19,
1219050854149720715,Stay l 2 BR 2 King Beds l Near EWR,594975912,Dion C,,Central,40.73389,-74.17638,Entire home/apt,204,1,18,2024-12-24,3.83,8,363,18,
1219158875387212611,Serene Flower Rm with Semi-Private Bath near Penn,52659070,LilyRentals,,Central,40.7545,-74.18879,Private room,35,5,0,,,93,365,0,
1219195890303897067,Stay l Spacious 1BR King W/ NYC Skyline Views,594975912,Dion C,,Central,40.75076,-74.16807,Entire home/apt,141,1,15,2024-12-16,3.49,8,221,15,
1219522516587535062,One bedroom apt,479833067,Farouk,,Central,40.7523527,-74.1744159,Entire home/apt,80,1,3,2024-12-02,1.13,1,364,3,
1219700457979343264,Belmont Suites |  BR 1 | 30 mins to NYC,14628921,Donald,,Central,40.73685,-74.19249,Private room,74,1,8,2024-12-28,1.92,6,90,8,
1219705449366277257,Private traveler room S#2,594856831,Aneta,,North,40.75956,-74.17264,Private room,39,1,4,2024-09-21,0.87,9,296,4,
1219709063939741031,S#3 room for stay,594856831,Aneta,,Central,40.75823,-74.17178,Private room,39,1,1,2024-08-18,0.22,9,329,1,
1219713099593899666,Ave#5 private room,594856831,Aneta,,Central,40.75647,-74.17174,Private room,41,1,5,2024-12-14,1.34,9,328,5,
1220475952851218848,30% OFF | NYC | EWR | The Modern Mingle,517611175,Tiran,,South,40.71912,-74.18999,Entire home/apt,620,2,18,2024-12-28,4.06,3,255,18,
1221082159571949181,Ave #8 attic room,594856831,Aneta,,Central,40.75615,-74.17214,Private room,42,1,12,2024-12-14,2.79,9,302,12,
1221800533874464533,G-Exclusive Room D,449089567,Godgift,,South,40.72419320574286,-74.20610725879669,Private room,91,1,1,2024-10-20,0.41,9,364,1,
1221866475857554175,Spacious Loft for Events,298198696,Christopher,,East,40.73452,-74.17244,Entire home/apt,191,1,0,,,2,36,0,
1222071224019296036,3 units Apartment,541994734,Esther,,South,40.71361434389446,-74.21435917694764,Entire home/apt,165,1,3,2024-12-26,2.37,1,346,3,
1222516424241077272,153 1B3(Front) Private Room near NYC or EWR,24815236,Mario,,West,40.7419,-74.22794,Private room,613,7,4,2024-10-22,1.06,29,362,4,
1222699127932339863,Brand New Modern Duplex 20 mins from NYC,7952563,Justin,,South,40.7212269,-74.1865207,Entire home/apt,475,2,14,2024-12-22,3.47,1,362,14,
1222863710979429746,3.5-bedroom in heart of the city,592232617,Sapphire,,West,40.76028,-74.18975,Entire home/apt,110,2,17,2024-12-13,3.75,2,354,17,
1223175352748549606,Fun Family getaway - NYC & NWK w/free parking,543453164,Skyline Manor,,South,40.7064,-74.2093,Entire home/apt,77,2,17,2024-12-11,3.78,4,355,17,
1223822981996245446,Cheery private bedroom with closet Queen Bed,52659070,LilyRentals,,Central,40.7584,-74.18663,Private room,44,14,1,2024-12-12,1,93,253,1,
1223950813153142891,Private Room 2B in Newark,556723332,Maria,,South,40.72315,-74.20965,Private room,46,2,5,2024-10-10,1.20,8,360,5,
1224217003779934552,Great location.,440409538,Victor,,Central,40.75504882562596,-74.18663643300533,Private room,42,1,1,2024-08-25,0.23,2,91,1,
1224934130853709842,Cozy Downtown Newark Apartment,44864691,Bryonna,,Central,40.73455,-74.17656,Entire home/apt,301,1,5,2024-12-25,1.30,1,358,5,
1225245323726176959,Ruby Kinney room,216631614,Samir,,Central,40.7285708,-74.1750352,Private room,48,1,3,2024-11-30,0.70,7,201,3,
1225508927212267672,"Modern-Lux 3Br 2Bth, 10 mins Airport, 20 mins NYC",595268601,Travis,,Central,40.737595,-74.200423,Entire home/apt,270,2,18,2024-12-22,4.06,1,216,18,
1227541157692282362,Classy Studio Apartment near EWR,500829112,Uzee,,South,40.71297,-74.22335,Entire home/apt,100,1,16,2024-12-13,3.97,10,353,16,
1227884482774941447,2br Home in Newark,350880845,Wade,,West,40.7431099,-74.21219010000002,Entire home/apt,100,3,4,2024-12-24,1.64,1,350,4,
1227943899211935693,Truly Iconic ! 2BR 1 Bath ! 20 Min NYC ! Book Now,338687664,Shaun,,East,40.73514,-74.17121,Entire home/apt,207,4,10,2024-12-26,2.65,13,361,10,
1228996839088756140,Monthly accommodation in Newark,424584754,Budget BNB,,South,40.71038,-74.22277,Private room,51,1,0,,,7,363,0,
1229177922211372691,New Apt 1 Penn Station EWR Airport Beth Israel NYC,475794781,Falak,,North,40.76306,-74.18907,Entire home/apt,227,2,12,2024-12-25,3.19,5,229,12,
1229334691473288712,Bright&Airy City View Apartment,242149341,Bria,,Central,40.73307,-74.17386,Entire home/apt,200,2,1,2024-10-13,0.37,1,89,1,
1229662825181242076,Beautiful room on the 2 floor near Newark airport,88327797,Kevin,,South,40.70507,-74.21193,Private room,42,2,6,2024-12-19,1.43,15,357,6,
1229874459678646216,New Apt 2 Penn Station EWR Airport Beth Israel NYC,475794781,Falak,,North,40.76345,-74.19075,Entire home/apt,227,2,10,2024-12-11,2.46,5,270,10,
1229920359618667284,Cozy Serviced Apt/45min  NYC/5min to EWR/Free Park,177228850,Chidinma,,South,40.69225,-74.20344,Entire home/apt,194,1,16,2024-12-29,3.75,1,353,16,
1230094543261777422,Luxy Monarch Stays near EWR,524890598,Winston,,West,40.7536966,-74.1922744,Private room,55,1,4,2024-12-09,1.07,1,363,4,
1231401748381433494,beautiful king room 2a,484261939,Islamiat,,West,40.75079950000001,-74.2292784,Private room,81,2,15,2024-11-17,3.69,19,357,15,
1231798316751833608,"Plant cheery room near EWR, Penn and Manhattan",52659070,LilyRentals,,Central,40.75732,-74.18726,Private room,38,7,1,2024-09-14,0.28,93,363,1,
1232115142897860556,Entire Unit near Penn Station,507553023,Myrun,,South,40.71173,-74.20833,Entire home/apt,570,1,1,2024-09-29,0.32,18,365,1,
1232409293981848086,Home Away from Home,463478465,Donna,,West,40.7443090609283,-74.20730162468669,Entire home/apt,105,1,18,2024-12-26,7.61,1,360,18,
1232553138210217890,Sojourn's Coveted Cultural Home | Sleeps 6,39930655,Sojourn,,Central,40.7457843,-74.1727271,Entire home/apt,252,31,10,2024-12-28,3.16,3,351,10,
1232833066531867022,"Klean, Kozy, & Fancy",598636873,Kia,,Central,40.733780790963,-74.17547594285281,Entire home/apt,160,2,8,2024-12-09,2.22,1,43,8,
1232834449441919940,Chic New Construction 3Bd 2Ba/10 mins to EWR/Penn,106814950,Sharon,,South,40.71262,-74.21176,Entire home/apt,295,2,9,2024-12-29,2.50,2,353,9,
1233565290463669127,"Huge BR with 2 Closets near EWR, Penn & Manhattan",52659070,LilyRentals,,Central,40.75578,-74.18872,Private room,38,14,1,2024-09-14,0.28,93,275,1,
1234197914305444726,NYC Urban Escape 15min to Newark Penn Station,236301014,Michelle,,West,40.74421,-74.21051,Entire home/apt,178,2,14,2024-12-23,4.16,7,353,14,
1234239378293834798,Comfortable Room Near Airport & NYC 1,451063861,Daniela,,South,40.72050394284905,-74.20683715492487,Private room,40,1,18,2024-11-29,4.82,7,179,18,
1234249803622549036,City Center Oasis Newark,236301014,Michelle,,West,40.74488,-74.21013,Entire home/apt,163,2,9,2024-12-22,2.39,7,362,9,
1234257166100176887,Comfortable Room Near Airport & NYC 3,451063861,Daniela,,South,40.7204484,-74.2069317,Private room,42,1,22,2024-12-15,5.95,7,178,22,
1234258195635687430,NYC Loft Escape in Newark,236301014,Michelle,,West,40.74436,-74.21076,Entire home/apt,180,2,16,2024-12-29,4.62,7,363,16,
1234271046437366475,Comfortable Room Near Airport & NYC 2,451063861,Daniela,,South,40.720392644289795,-74.20692633837461,Private room,41,1,22,2024-12-17,5.84,7,178,22,
1234274781440408602,Comfortable Room Near Airport & NYC 4,451063861,Daniela,,South,40.7204484,-74.2069317,Private room,42,1,26,2024-12-17,6.67,7,173,26,
1234290729142399542,Comfortable Room Near Airport & NYC 5,451063861,Daniela,,South,40.7204484,-74.2069317,Private room,42,1,29,2024-12-16,7.44,7,176,29,
1234296585749679477,Comfortable Room Near Airport & NYC 6,451063861,Daniela,,South,40.7204484,-74.2069317,Private room,42,1,8,2024-11-30,2.07,7,179,8,
1234440689774706033,Ap Newark 3br/2bh parking 1 space sleeps 10 luxury,549783575,Luciana,,East,40.72508558315688,-74.17272917926311,Entire home/apt,271,1,16,2024-12-23,4.44,1,338,16,
1234713995016731913,50 Shades | Adult Playroom| BDSM,599086720,Carmelo,,North,40.78016928834176,-74.15816008760628,Private room,79,2,0,,,2,361,0,
1234799482328540541,"Master Bedroom near EWR, Penn",52659070,LilyRentals,,Central,40.75423,-74.18846,Private room,45,14,0,,,93,365,0,
1234833528871980712,3BR 1 bath clean apt close to NYC,509915863,Vacasa Guestworks,,West,40.74218,-74.20032,Entire home/apt,250,2,0,,,1,365,0,
1234923308850231547,Prudential suite,216631614,Samir,,Central,40.7285708,-74.1750352,Private room,50,1,15,2024-12-11,4.64,7,86,15,
1235174764613221834,Private Room Now,547769072,Resident Center,,South,40.71145,-74.20811,Private room,92,2,0,,,11,364,0,
1235517858453297824,"Flower Positivity Rm w/ Large Closet near EWR, NYC",52659070,LilyRentals,,Central,40.75809,-74.18801,Private room,40,14,0,,,93,365,0,
1235563994095929926,6 Ironbound ferry street BunkHouse,577155225,Basem,,East,40.73003,-74.1569,Shared room,39,1,23,2024-12-21,6.27,13,90,23,
1235674385666483416,Stay l 2 BR W/ Free Parking Near EWR,594975912,Dion C,,Central,40.75082,-74.16881,Entire home/apt,196,1,9,2024-12-16,2.60,8,362,9,
1235774869344971743,Elegant Private Room in Cozy Retreat – Newark,31240439,Brendan,,Central,40.72969,-74.17965,Private room,65,1,6,2024-12-24,2.57,3,65,6,
1235777713621660400,Sophisticated Private Room in Charming Newark,31240439,Brendan,,Central,40.72969,-74.17965,Private room,,1,6,2024-12-03,2.09,3,61,6,
1235780437508427700,Chic King Bed Room with a Bathroom in Newark,31240439,Brendan,,Central,40.72969,-74.17965,Private room,68,1,7,2024-11-21,2.10,3,66,7,
1235978535957607358,3 bdrm stay! Trippy King Suite by Dwtwn Nwk,86284334,Korinne,,West,40.73947,-74.20507,Entire home/apt,206,2,2,2024-10-27,0.76,3,88,2,
1236142349321385135,Modern Newark loft apartment,8011670,Joel,,West,40.7511335,-74.1924434,Entire home/apt,150,1,0,,,1,305,0,
1236173882674123650,Ridgewood Luxury 3 KINGS by EWR 4 mins W parking,92856476,Debbie,,South,40.71076,-74.20091,Entire home/apt,351,2,2,2024-09-23,0.53,24,365,2,
1236442423399215695,Prime Location Hotel Like Condo!,154903257,Jasmine,,Central,40.73313,-74.17546,Entire home/apt,,1,7,2024-12-22,1.93,3,358,7,
1236480518140669956,8 Ironbound BunkHouse,577155225,Basem,,East,40.72841,-74.15718,Shared room,30,1,22,2024-12-19,5.55,13,88,22,
1237227482855206384,Cozy 2 bedroom 1 bath EWR/ NYC,92856476,Debbie,,West,40.74626,-74.19858,Entire home/apt,240,1,2,2024-10-20,0.77,24,365,2,
1237228433359317430,Cozy 3 Bedroom Home,597087650,Alice,,West,40.74456,-74.19989,Entire home/apt,183,1,0,,,2,364,0,
1237237352729762816,The Cozy Nest close to NYC,309389310,Leidy,,West,40.75816,-74.19394,Entire home/apt,172,2,4,2024-11-11,1.20,1,352,4,
1237806454464353215,"Lovely Spacious 3BR, near EWR/NY",495558344,Frances,,North,40.77825,-74.15867,Entire home/apt,121,1,8,2024-12-29,3.20,2,236,8,
1237876111208167092,Cozy Spacious 2 bedroom by EWR. 30 minutes to NY,158764293,Osaretin,,South,40.71054,-74.19918,Entire home/apt,216,3,0,,,2,364,0,
1237965740342507354,Modern apartment in Newark,151529648,Adepoju,,South,40.7188492,-74.2073017,Entire home/apt,130,1,6,2024-12-03,1.78,1,364,6,
1237995791270657344,E - Cozy Private room E,168575385,Samira,,South,40.72529,-74.20811,Private room,38,3,0,,,12,58,0,
1238346095274225569,Modern 3BR/2BA - 25 Min from NYC,4122571,Sparshil,,South,40.71909,-74.19446,Entire home/apt,,2,7,2024-11-04,1.94,2,362,7,
1238402837176903414,Flash Sale: 49% OFF Spacious Home Near NYC!,650199313,Samuel,,South,40.71962,-74.1831,Entire home/apt,177,2,4,2024-12-13,1.52,2,87,4,
1238935180695150756,Ferry st. Ironbound bunkhouse,577155225,Basem,,East,40.7297,-74.15897,Shared room,39,1,10,2024-12-15,2.91,13,365,10,
1239059905507899649,Comfort Room 6A,519851261,Matthew,,West,40.75077,-74.19796,Private room,80,2,7,2024-11-18,1.96,6,363,7,
1239075638427289721,Agape Room 5A,519851261,Matthew,,West,40.75208,-74.19897,Private room,65,2,7,2024-12-22,1.94,6,364,7,
1239082689869417705,Grace Room 4A,519851261,Matthew,,West,40.75091,-74.19774,Private room,65,2,15,2024-12-26,3.88,6,364,15,
1239324984462717056,Limited Time SALE | 3BR Near NYC | King Bed,650199313,Samuel,,North,40.76281,-74.17398,Entire home/apt,167,2,5,2024-11-29,1.40,2,0,5,
1239339685063421177,2 bedrooms apartment by EWR,650456121,Amegbivie,,South,40.71076,-74.20064,Entire home/apt,190,2,0,,,1,360,0,
1239482327033840217,Nwk 111 Private Toilet and Bath,505063921,Vivian,,West,40.734763,-74.21090199999999,Entire home/apt,395,1,3,2024-10-21,0.83,4,334,3,
1239830084169549980,Cozy 2 Bedroom close to EWR,597087650,Alice,,West,40.74567,-74.20027,Entire home/apt,203,3,0,,,2,363,0,
1239839504022568186,Nwk 211 Private Toilet and Bathroom,505063921,Vivian,,West,40.734763,-74.21090199999999,Private room,395,1,4,2024-11-03,1.22,4,361,4,
1240609797519065236,King BD-NY 30mins-train 3mins,537971293,Nineteen Fifthteen,,North,40.7684295,-74.18773399999999,Entire home/apt,107,1,0,,,2,233,0,
1240948477972163399,"Modern luxury, Free Parking, 15 min EWR, 40 min NY",40991017,Cristal,,West,40.74294,-74.23256,Entire home/apt,311,3,14,2024-12-23,3.82,1,34,14,
1240964852594136826,"Beautiful room on the 2 floor, near Newark airport",88327797,Kevin,,South,40.70634,-74.21184,Private room,34,2,5,2024-12-11,1.38,15,361,5,
1241329194639703734,"Spacious Clean 1BR King on Market, 20 Min to NYC",266183403,Shelly And Abe,,Central,40.7356129,-74.17126840000002,Entire home/apt,146,2,3,2024-12-16,1.73,8,120,3,
1241553772275328238,Stylish 1BR Apt | 3mins to Train | Ask 20% off,503371715,Sojourney,,North,40.7673,-74.18841,Entire home/apt,109,1,1,2024-10-01,0.33,7,119,1,
1241863159817637409,"Cozy 2-Bedroom w/ Private Entrance in Newark, NJ",392217081,Boyer Partners,,West,40.741524,-74.200819,Entire home/apt,87,1,7,2024-12-13,2.10,1,352,7,
1242200890855124935,Cozy space in Newark,35566401,Rashidat,,South,40.71871,-74.21244,Entire home/apt,170,1,5,2024-11-03,1.39,1,114,5,
1242729406702440979,Modern 2BR: King Suite+Workspace,651281879,Ryan,,Central,40.75600773862204,-74.17477154930505,Entire home/apt,106,1,2,2024-12-27,2,1,227,2,
1242799890690523265,Urban Room #1 Near EWR/NYC/Mall,598429381,Douglas,,Central,40.75727,-74.17115,Private room,60,1,8,2024-12-22,2.16,10,313,8,
1242815636982306228,Urban Room #2 Near EWR/NYC/Mall,598429381,Douglas,,North,40.758,-74.17309,Private room,82,1,8,2024-12-17,2.20,10,313,8,
1242824066208584123,Urban Room #3 Near EWR/NYC/Mall,598429381,Douglas,,North,40.7581,-74.17242,Private room,68,1,9,2024-12-19,2.62,10,312,9,
1242828095823339445,Urban Room #4 Near EWR/NYC/Mall,598429381,Douglas,,North,40.75769,-74.17311,Private room,59,1,9,2024-12-17,2.45,10,312,9,
1242829563643700127,Urban Room #5 Near EWR/NYC/Mall,598429381,Douglas,,North,40.75793,-74.17315,Private room,64,1,10,2024-12-22,2.70,10,311,10,
1242875687009994741,"Bright, sunny 3-bedroom apt!",6924817,Yuniya,,South,40.7188871,-74.2185058,Entire home/apt,125,2,2,2024-10-20,0.76,1,271,2,
1242883461141917422,Urban Room #6 Near EWR/NYC/Mall,598429381,Douglas,,Central,40.75771,-74.17131,Private room,59,1,4,2024-12-28,1.76,10,312,4,
1242886386837507834,Urban Room #7 Near EWR/NYC/Mall,598429381,Douglas,,Central,40.75663,-74.17122,Private room,59,1,7,2024-12-11,2.06,10,312,7,
1242896272428687938,Urban Room #8 Near EWR/NYC/Mall,598429381,Douglas,,Central,40.75615,-74.1733,Private room,63,1,11,2024-12-23,3.03,10,313,11,
1242898340798859009,Urban Room #9 Near EWR/NYC/Mall,598429381,Douglas,,Central,40.75588,-74.17281,Private room,72,1,7,2024-12-08,1.89,10,309,7,
1242987746764043269,Master BR in Ironbound/ Near NYC,286887299,Dolapo,,East,40.724658,-74.1692985,Private room,60,1,12,2024-12-11,3.71,4,353,12,
1243096846532023160,Apt G room 2,542275169,Solid Management & Logistics,,Central,40.738692776661296,-74.20228832364114,Private room,68,3,4,2024-12-16,1.26,18,344,4,
1243097343485645594,1 mile from NYC Train Station 2 Bed Getaway,118719483,Andrew,,Central,40.75247,-74.17889,Entire home/apt,100,1,9,2024-12-12,2.87,2,357,9,
1243449281750611452,Stunning Three Bed Apartment,651465877,Jamiu W,,South,40.71231003778867,-74.20845897760749,Entire home/apt,133,1,6,2024-12-16,2.73,1,363,6,
1243764076112076136,Spacious Condo 20 Min from NYC,346305354,Kiara,,Central,40.75657,-74.17148,Entire home/apt,290,1,10,2024-12-30,3.19,1,363,10,
1244920419296421160,@ 10 Your place to visit NYC/EWR,73860334,Anna,,South,40.7102,-74.2116,Private room,81,2,17,2024-12-08,4.72,6,355,17,
1245032064910845517,Upscale 2 bedrooms apartment by EWR / NY,158764293,Osaretin,,South,40.71852,-74.19551,Entire home/apt,224,1,3,2024-10-18,0.83,2,364,3,
1245257227780142405,Beautiful room on the 2 floor near Newark airport,88327797,Kevin,,South,40.70667047866271,-74.21200732492893,Private room,40,2,4,2024-12-06,1.36,15,362,4,
1245705274049495991,Exclusive 2 kings bed near EWR,92856476,Debbie,,West,40.74451,-74.19911,Entire home/apt,183,2,1,2024-09-28,0.32,24,365,1,
1245816941049812616,Cozy Room with Private Balcony,21500972,Hady,,Central,40.74523,-74.18401,Private room,50,28,1,2024-11-13,0.61,7,247,1,
1246497848005207967,Room F Penn Station EWR Airport Beth Israel NYC,475794781,Falak,,North,40.76343511561528,-74.19019710164582,Private room,99,1,0,,,5,351,0,
1246513011048116231,Newark's Hidden Gem,114445831,Yvette,,West,40.74077,-74.19857,Entire home/apt,175,2,10,2024-12-30,3.80,1,345,10,
1246528950290770484,Room H Penn Station EWR Airport Beth Israel NYC,475794781,Falak,,North,40.76300071388687,-74.19055311142223,Private room,95,1,0,,,5,351,0,
1246582062427274066,Room G Penn Station EWR Airport Beth Israel NYC,475794781,Falak,,West,40.76117497858161,-74.19099921592381,Private room,115,1,0,,,5,293,0,
1246701257834157873,Private Room in Ironbound | Near NYC,286887299,Dolapo,,East,40.72361,-74.1699,Private room,51,1,14,2024-12-09,4.08,4,263,14,
1246712347568835995,Private Room in Ironbound | Near NYC,286887299,Dolapo,,East,40.72375,-74.16988,Private room,52,1,10,2024-12-09,3.03,4,362,10,
1247059292641931306,Newark Ironbound Oasis,118071222,Eric,,East,40.73069391060016,-74.15626096638412,Entire home/apt,145,3,1,2024-12-09,1,1,364,1,
1247178645199443757,Cozy Room1A,484261939,Islamiat,,West,40.75023,-74.22886,Entire home/apt,150,1,8,2024-12-08,2.53,19,364,8,
1247439858796212492,"2 Bedrooms 1 bath, w/Parking by EWR American Dream",84941698,Jorge,,North,40.774377074782834,-74.18039132213553,Entire home/apt,156,2,7,2024-12-15,2.39,12,167,7,
1247812488490728524,"Master Bedroom, full bathroom, 5 min EWR Airport.",383314665,Adeniyi,,South,40.71962358502631,-74.20868144655762,Private room,150,1,9,2024-11-10,2.65,3,364,9,
1247898792103057400,Lux Studio Central Business Dist,651884122,Paul,,East,40.73504,-74.1696,Entire home/apt,135,30,0,,,7,118,0,
1248076955193801092,Luxury 3 Bed/2 Bth/20 min to NYC/5 min fr EWR,652646610,Alfakely,,West,40.74162384898779,-74.19330390243891,Entire home/apt,341,2,16,2024-12-21,4.75,1,318,16,
1248629802669598462,2F2- Chelsea Suites *Close to City/EWR/NJPAC/NYC,651655600,Jacinta,,West,40.7469736961348,-74.2177077489283,Private room,51,1,17,2024-12-27,5.31,6,166,17,
1248717597876339291,Brand New. Near Dtwn NWK. Wi-Fi. EWR Airport &NYC.,326249843,C&W Capital,,North,40.76947321037799,-74.17199602516953,Private room,71,2,14,2024-12-29,4.62,6,6,14,
1248763267033781595,Urban Apt Near EWR/NYC/Mall,598429381,Douglas,,North,40.7686,-74.18052,Entire home/apt,145,1,6,2024-12-15,1.91,10,321,6,
1248768135087832218,"Budget nothing fancy,",488103991,Subicca,,West,40.74022756308665,-74.19579914512491,Private room,103,1,1,2024-10-14,0.38,14,364,1,
1248932070833951220,"One lovely bedroom, 5 mins EWR Airport.",383314665,Adeniyi,,South,40.718589120605245,-74.2079902652999,Private room,85,1,11,2024-12-26,3.51,3,362,11,
1248983726920519368,"One cozy bedroom, 5 mins from EWR Airport.",383314665,Adeniyi,,South,40.718721941463464,-74.20967052452231,Private room,106,1,8,2024-11-16,2.38,3,364,8,
1249186715805513119,Marilyn dragon room,216631614,Samir,,Central,40.7285708,-74.1750352,Private room,54,1,13,2024-12-21,4.15,7,364,13,
1249480287045720500,Newark Mojo Dojo Casa House,250396029,Josh,,West,40.74434765929168,-74.22427341516642,Entire home/apt,182,2,6,2024-11-18,1.75,1,363,6,
1249517624776334112,6 Bedrms/2 bath near EWR/NYC/American Dream/ NJPAC,30734039,Chris,,East,40.72004,-74.1614,Entire home/apt,471,2,5,2024-12-16,2.54,3,76,5,
1250085223237522373,First Floor 3BR/2BR 30 Min NY,557336657,FloraStays,,East,40.72727,-74.1639,Entire home/apt,281,3,2,2024-12-15,1.87,6,87,2,
1251018645948332582,44 2a1  Private room,24815236,Mario,,West,40.74303058024896,-74.21939856208223,Private room,902,7,0,,,29,359,0,
1251031337554894604,44 2a2 Private Room,24815236,Mario,,West,40.74411990964482,-74.21905183113178,Private room,901,7,1,2024-10-31,0.48,29,359,1,
1251033511366735883,44 2a3 Private Room,24815236,Mario,,West,40.74324052767913,-74.22093287627942,Private room,901,7,2,2024-10-25,0.67,29,359,2,
1251037741403664500,44 2a3  Entire duplex  rooms with private bath,24815236,Mario,,West,40.74277271207951,-74.21963675989049,Private room,922,5,0,,,29,359,0,
1251056430175657483,44 1F huge  Private room bath on Floor 1,24815236,Mario,,West,40.7447582873875,-74.22100749722205,Private room,902,7,1,2024-10-24,0.43,29,359,1,
1251462692123014989,3 Bedrm/ Near EWR/Manhattan/American Dream/ NJPAC,30734039,Chris,,East,40.72035,-74.16194,Entire home/apt,210,2,5,2024-12-01,1.61,3,166,5,
1251475577387806626,3 Bedrm/ Near EWR/Manhattan/American Dream/ NJPAC,30734039,Chris,,East,40.72026444383372,-74.16310820985592,Entire home/apt,200,2,3,2024-10-27,1.05,3,173,3,
1251582716559945012,Agape Room 6c,484261939,Islamiat,,West,40.73991,-74.19669,Private room,61,2,10,2024-12-04,3.19,19,363,10,
1252360787745725485,NYC/Newark Queen Retreat w/2-car Garage,372121720,Tariq,,North,40.770488780787325,-74.16126820441809,Private room,98,1,0,,,4,55,0,
1252404178840537031,2F4- Chelsea Suites * Close to City/EWR/NJPAC/NYC,651655600,Jacinta,,West,40.74544,-74.2178,Private room,48,1,7,2024-12-15,2.39,6,141,7,
1252419093765808060,2F3- Chelsea Suites * Close to City/EWR/NJPAC/NYC,651655600,Jacinta,,West,40.74567625952815,-74.2194493132783,Private room,54,1,13,2024-12-27,4.11,6,175,13,
1252450552470017119,Best Room #5 Near EWR/NYC/Mall,653695898,Marcilene,,South,40.70708553194692,-74.22117158316314,Private room,60,1,4,2024-12-26,1.40,1,326,4,
1252476411628840292,Exquisite 4 Beds Near EWR/NYC,653706956,Adeyemi,,West,40.74561,-74.19937,Entire home/apt,261,2,5,2024-12-16,1.90,1,363,5,
1252485040236545318,Exquisite 3 KINGs bed 5 mins EWR airport,92856476,Debbie,,South,40.712062640180676,-74.20066204428484,Entire home/apt,295,2,1,2024-10-29,0.47,24,361,1,
1252893984927583096,"Home near NYC, EWR, UNDMJ, RUTGs",37345383,Jermaine,,Central,40.732107931326375,-74.18763801286886,Entire home/apt,130,4,5,2024-12-14,2.63,2,360,5,
1252915890466741359,Modern 2BR Home | Private Parking | Near NYC,348764663,Baruch,,Central,40.72861677100216,-74.18117012317701,Entire home/apt,160,2,5,2024-12-25,1.60,4,359,5,
