id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
62033,Historic Home :  Bedroom - Private Bathroom,301435,Fred,,North,40.77278,-74.17206,Private room,85,2,82,2024-10-23,0.49,1,359,5,
184421,Modernity in a NEW YORK minute,884543,Madeline,,East,40.73165,-74.1674,Entire home/apt,,3,10,2024-10-30,0.06,1,179,4,
2159185,Hello World!  Zen room.,9169027,Kimberly B,,West,40.74447,-74.19457,Private room,48,9,104,2024-12-12,0.79,3,90,4,
2277901,Luxury Muwuyu Queen enSuite @MushaindoroHS,11308972,Tendai D,,West,40.73465,-74.24753,Private room,72,3,72,2024-12-27,0.56,2,350,10,
2279324,1BR Private Apartment,11308972,Tendai D,,West,40.73392,-74.24569,Entire home/apt,99,5,72,2024-11-13,0.56,2,361,8,
2695185,Hello World!!  au suite,9169027,Kimberly B,,West,40.74623,-74.19658,Private room,60,10,120,2024-11-30,0.96,3,365,8,
2927685,Hello World!!! Single?  or twins?,9169027,Kimberly B,,West,40.74506,-74.19784,Private room,50,9,112,2024-12-14,0.89,3,364,4,
4015993,Forest Hill Colonial,20822869,Tom,,North,40.7672,-74.17303,Private room,82,28,50,2024-10-26,0.40,1,173,5,
4408881,Victorian Home Large Apt by NYC,296707902,Sergio,,North,40.78038,-74.17197,Entire home/apt,81,5,187,2024-11-15,1.53,1,356,11,
6134188,Beautiful Colonial near NYC!,26222479,Caro-Lina,,North,40.76394,-74.17272,Entire home/apt,1171,2,53,2018-01-01,0.45,1,27,0,
8116202,Ironbound Oasis: Urban Retreat Near NYC,23630245,Bart,,East,40.7315,-74.16316,Entire home/apt,100,28,121,2024-09-24,1.20,1,142,2,
8404849,Serene Hidden Gem>>AIRPT 8min~DWTN 12min~NYC 25min,23767297,Sandy & Tone,,South,40.70617,-74.21037,Entire home/apt,125,30,41,2022-07-04,1.07,1,59,0,
8628016,Cozy and private. Near New York/Newark Airport.,45377447,Katiuscia & Andre,,East,40.72656,-74.15298,Private room,120,2,7,2017-09-01,0.07,1,362,0,
8906383,Quiet and comfortable room close to newark airport,20241104,Marlene R,,East,40.73321,-74.14139,Private room,61,1,132,2024-11-18,1.19,2,57,8,
9357365,44  3BR  Nice Apt  Near NYC  Rutgers Seton NJIT,24815236,Mario,,West,40.74446,-74.22019,Entire home/apt,536,7,16,2024-08-07,0.51,29,359,5,
9449534,City Cove: Access to Airport & NYC,48966617,Martin,,South,40.70607376098633,-74.20662689208984,Entire home/apt,80,10,22,2024-11-02,0.20,1,177,1,
9733571,153 1A  Entire Mini-Studio  Near NYC and EWR,24815236,Mario,,West,40.74075,-74.22714,Entire home/apt,1110,7,45,2024-07-27,0.48,29,363,5,
10218263,Living room with slide door lock from inside,20241104,Marlene R,,East,40.73244094848633,-74.1421127319336,Private room,49,1,216,2024-11-07,2.05,2,147,44,
11371204,Best Room To Visit NYC✈️Newark Airport-Walk➤Subway,1315486,Roy,,East,40.73059,-74.16423,Private room,103,1,410,2024-10-13,3.82,5,360,6,
11371231,Best Room To Visit NYC✈️Newark Airport-Walk➤Subway,1315486,Roy,,East,40.73094,-74.16227,Private room,103,1,344,2024-11-10,3.20,5,363,2,
11420487,Best Room To Visit NYC✈️Newark Airport-Walk➤Subway,1315486,Roy,,East,40.73124,-74.16298,Private room,103,1,276,2024-05-02,2.57,5,290,1,
11460244,Best Room To Visit NYC✈️Newark Airport-Walk➤Subway,1315486,Roy,,East,40.73204,-74.16218,Private room,103,1,256,2023-06-30,2.38,5,322,0,
14090491,1BR located in Newark Min. to NJPAC/Prudential Ctr,84758841,Kimberly,,South,40.71491,-74.19023,Private room,65,1,393,2024-12-13,3.82,1,346,41,
14673653,Inviting,91207866,Nicholas,,West,40.73899,-74.22968,Private room,53,1,1,2024-11-16,0.65,2,364,1,
15927060,298 1/2 2A1  Large Private Room near NYC & EWR,24815236,Mario,,West,40.74123,-74.19896,Private room,784,7,27,2024-12-13,0.29,29,354,5,
15972117,Spacious 3 Br 2 BTH close to many attractions,98835488,Sophya,,East,40.71967,-74.1773,Entire home/apt,159,2,129,2024-12-08,2.82,1,361,20,
16130273,298 1/2  2A3 Spacious Private room near NYC,24815236,Mario,,West,40.74123,-74.19896,Private room,1075,7,15,2024-05-24,0.15,29,363,1,
16142979,Quaint Home Newly Renovated Artistic Apt near NYC,1815182,Vlada,,North,40.78202,-74.16809,Entire home/apt,62,5,92,2024-07-08,0.96,1,270,6,
16171287,153 3A - Entire 1 BR Apartment Near  NYC and EWR,24815236,Mario,,West,40.74081,-74.22709,Entire home/apt,95,7,56,2024-11-01,0.62,29,364,9,
16373790,"Ideal for families, easy NYC train + 2 Parking",17270,Rocio,,Central,40.75134,-74.16936,Entire home/apt,341,4,216,2024-12-13,2.23,1,195,29,
16878443,"Clean, coisy, comfortable room",112512558,Frank,,South,40.72316,-74.20823,Private room,44,1,49,2022-09-16,0.52,5,364,0,
16998232,Walk 2 NY Train | Yard | Pets OK | WFH Office,113887164,Heba,,North,40.77472,-74.18128,Entire home/apt,164,1,70,2024-12-26,0.93,1,280,24,
17132138,Long Term HealthCare Worker Friendly Furnished,8269604,Naimah,,East,40.73509,-74.17072,Private room,115,30,0,,,1,180,0,
17210619,173 2B2 Private Room near NYC and EWR airport,176890248,Jacqueline,,West,40.74573,-74.19733,Private room,1070,7,39,2023-09-08,0.43,1,364,0,
17242810,173 2B1 Private room near NYC and EWR airport,359895306,Rentamc1,,West,40.74573,-74.19733,Private room,1075,7,51,2024-05-05,0.54,1,364,2,
17243137,173 2B3 Private room near NYC and EWR airport,24815236,Mario,,West,40.74573,-74.19733,Private room,931,7,46,2024-12-17,0.49,29,360,7,
17253812,Spacious Rm. w/en suite close to EWR & Cruise Port,116284956,Louis,,South,40.7025,-74.21026,Private room,89,1,280,2024-11-20,2.99,3,143,37,
17545586,Cozy studio in Newark near Manhattan NYC,101410996,Walter & Ismalia,,South,40.71684,-74.19546,Entire home/apt,107,2,307,2024-12-28,3.24,1,362,27,
18483457,153 1B1M Private room near NYC or EWR,24815236,Mario,,West,40.74081,-74.22709,Private room,1045,7,13,2022-12-22,0.14,29,362,0,
18483839,153 1B2M Private room near NYC or EWR,24815236,Mario,,West,40.74081,-74.22709,Private room,45,7,14,2024-11-22,0.16,29,363,3,
18775230,173 2A  Mini-Studio Apt near NYC and Airport EWR,24815236,Mario,,West,40.74573,-74.19733,Entire home/apt,787,7,38,2024-12-10,0.41,29,365,4,
18775342,173 1A  Mini-Studio Apt near NYC and Airport EWR,24815236,Mario,,West,40.74573,-74.19733,Entire home/apt,70,7,52,2024-12-09,0.56,29,360,4,
18794138,Cute and super central!,92038772,Maria,,East,40.72628,-74.16519,Entire home/apt,,3,82,2024-09-14,0.90,1,0,17,
19139179,173 2C Entire 1 BR Apt  near NYC &  EWR Airport,24815236,Mario,,West,40.74573,-74.19733,Entire home/apt,35,300,53,2023-03-18,0.58,29,360,0,
19176294,Spacious comfy friendly near EWR-7min/NYC-15min,134110357,Rebeca,,East,40.72876,-74.16203,Private room,105,2,34,2024-11-01,0.38,1,78,10,
19206102,Style & Comfort,6778177,Raymond,,Central,40.74511,-74.17366,Entire home/apt,86,3,124,2024-12-09,1.36,5,342,20,
19949333,Sunny Master Suite 15 min from EWR/Downtown Newark,16171933,Elizabeth,,Central,40.73197,-74.19529,Private room,119,1,58,2024-12-08,0.95,1,83,27,
20843605,Super comfy bed for a perfect layover. Bus to NYC!,133717720,Alexandra,,South,40.71042,-74.19921,Private room,64,1,502,2024-12-14,5.67,3,325,73,
20942016,Blue Room,6778177,Raymond,,Central,40.74516,-74.17219,Private room,60,3,58,2024-12-02,0.66,5,317,22,
20942732,Perfect for a EWR layover!,133717720,Alexandra,,South,40.70928,-74.19924,Private room,54,1,532,2024-12-15,6.00,3,43,5,
21392612,Private Apt & Backyard NYC & EWR Nearby,67441548,Jamel,,South,40.7178,-74.2188,Entire home/apt,144,1,404,2024-12-22,4.62,1,33,42,
21773293,Nice place to stay,158645834,Jose,,North,40.78309,-74.16582,Private room,70,2,7,2024-07-21,0.47,2,305,2,
21848984,Luxe 3BR2BA walk to Path Train w Parking & Laundry,148995953,Carolyn,,Central,40.727703,-74.17466,Entire home/apt,161,10,138,2024-12-13,1.61,3,363,19,
21855831,Esoteric High Rise Studio,106730932,Wendell,,Central,40.74976,-74.17288,Entire home/apt,85,4,24,2022-09-05,0.28,1,58,0,
22001746,Chateau's Non-sharing Exclusive Suites,70526911,Chateau,,Central,40.73167,-74.19407,Entire home/apt,98,1,359,2024-12-08,4.16,5,334,7,
22125346,Colonial Home Next to EWR and NYC! Best Deal #2,120596934,Patrick,,South,40.70905,-74.20139,Private room,40,2,70,2024-11-15,0.82,7,364,10,
22148204,Colonial Home Next to EWR and NYC! Best Deal #1,120596934,Patrick,,South,40.70931,-74.20148,Private room,40,2,68,2024-11-30,0.79,7,363,12,
22610893,153  2C - Entire 1 BR apartment near NYC and EWR,24815236,Mario,,West,40.7408,-74.22709,Entire home/apt,122,300,26,2024-07-12,0.32,29,363,1,
23945240,Beautiful and Comfortable Home Away from Home,180030556,Ana,,East,40.72325,-74.17017,Entire home/apt,169,2,392,2024-12-15,4.78,2,300,46,
24182999,Taste the Culture of the Ironbound,174276168,Francesca,,East,40.72892,-74.15698,Entire home/apt,295,3,172,2024-12-10,2.11,2,341,24,
24282621,"Private Room, Home Near EWR airport",183150569,Barrington,,South,40.70744,-74.20513,Private room,38,14,47,2024-03-02,0.58,2,244,1,
24919557,Spacious 1BR/1BA Apt walk to Path Train w Laundry,148995953,Carolyn,,Central,40.7277,-74.17468,Entire home/apt,107,14,53,2024-12-24,0.66,3,358,14,
25262069,Cozy Home features a Suite- 2 Private Rooms 1 Bath,190853040,Shariefah & Eve,,Central,40.75211,-74.16862,Private room,106,2,23,2024-12-16,0.32,1,293,6,
25337354,"Lovely Home, cozy rm, great location near EWR",116284956,Louis,,South,40.70226,-74.21027,Private room,67,1,260,2024-12-21,3.33,3,144,57,
25613205,Colonial Home Next to EWR and NYC! Best Deal #4,120596934,Patrick,,South,40.71071,-74.2012,Private room,40,2,46,2024-12-03,0.58,7,362,15,
26221596,"Room close to NYC, Predential Ctr & Penn Station",87408813,Mbah,,South,40.72028,-74.1986,Private room,199,1,18,2019-04-30,0.23,1,180,0,
26337727,Cozy room 5 mins from EWR and Close to bus to NYC,133717720,Alexandra,,South,40.71065,-74.19904,Private room,70,1,733,2024-12-13,9.24,3,354,103,
27082812,Large Sunny Industrial Loft - ODR Studios,53152294,Alex,,East,40.7291,-74.1614,Entire home/apt,,1,2,2018-09-15,0.03,1,179,0,
27521775,A Hidden Gem,174276168,Francesca,,East,40.73063,-74.15567,Entire home/apt,165,3,13,2024-11-18,0.18,2,267,10,
27576173,"Sparkling Guesthouse in Ironbound, mins NYC, EWR",79153497,Natalie,,East,40.72389,-74.14868,Entire home/apt,102,29,48,2024-12-15,0.62,7,214,1,
27852516,@ 2 Perfect Runaway Newark/ Israel Beth Hospital,73860334,Anna,,South,40.7116,-74.21011,Private room,74,2,139,2024-12-12,1.79,6,49,17,
28083085,The Rooftop,6778177,Raymond,,Central,40.74536,-74.17196,Private room,95,3,32,2024-11-18,0.42,5,362,6,
28108689,Le Boutique,6778177,Raymond,,Central,40.74539,-74.1738,Private room,63,3,116,2024-12-09,1.51,5,360,20,
28313936,Beautiful room for you,112512558,Frank,,South,40.72291,-74.20865,Private room,55,3,15,2022-10-10,0.20,5,177,0,
28740262,Newark cozy Room#3 10Min to Pen Station/Prudential,212693162,Kingsley,,Central,40.74608,-74.18763,Private room,120,6,133,2024-05-05,1.74,37,180,2,
28743236,Upscale Room #2. 10 Min To Penn station&Prudential,212693162,Kingsley,,Central,40.74692,-74.18764,Private room,95,5,176,2024-03-20,2.31,37,180,3,
28880784,Le Suite,6778177,Raymond,,Central,40.74457,-74.17409,Private room,75,3,38,2024-12-13,0.50,5,362,8,
29015677,Private badroom,218503541,Aanei,,North,40.76803,-74.1622,Private room,70,1,0,,,1,179,0,
29046997,173 1B3 Nice Private Room near NYC,24815236,Mario,,West,40.74672,-74.19644,Private room,189,7,8,2024-12-22,0.12,29,363,3,
29055178,173 1B2 Private Bedroom near NYC,24815236,Mario,,West,40.74495,-74.19607,Private room,43,7,10,2024-12-24,0.15,29,360,5,
29131423,"Save on 3 nights Ironbound mins to EWR, NYC",79153497,Natalie,,East,40.72825,-74.15061,Entire home/apt,208,4,26,2024-10-31,0.34,7,90,16,
29505232,173 1B1 Private Room near NYC & EWR,24815236,Mario,,West,40.74682,-74.19668,Private room,1045,7,7,2024-09-29,0.09,29,363,1,
29608114,Newark's Best Apt. Near Penn Station,48869670,Andres,,East,40.733,-74.16346,Entire home/apt,175,5,115,2024-12-10,1.54,5,179,20,
29783051,"Best Value Ironbound/ Newark, mins 2 NYC, EWR",79153497,Natalie,,East,40.72625,-74.15053,Entire home/apt,241,4,33,2024-09-27,0.47,7,89,4,
29854821,Wow! 24 HR Sale★Yes! At Last Your Search Is Over,73456197,Ray,,East,40.72138,-74.15348,Entire home/apt,226,1,104,2024-03-04,1.40,4,66,1,
30011132,"Elegant Town home, Newark / Ironbound",173237547,M&M Development LLC,,East,40.73057,-74.16688,Entire home/apt,314,2,29,2024-12-10,0.40,1,350,4,
30270131,The #C ROOM 10min to Prudencial/PennStation/Rutger,212693162,Kingsley,,Central,40.74744,-74.18772,Private room,92,5,81,2023-07-20,1.10,37,90,0,
30270303,THE #B ROOM 10min to Prudential/PennStation/Rutger,212693162,Kingsley,,Central,40.74706,-74.18795,Private room,105,7,113,2024-01-02,1.52,37,90,1,
30270475,COZY ROOM A.10minsto Prudential/PennStation/Rutger,212693162,Kingsley,,Central,40.74753,-74.188,Private room,101,5,206,2024-01-02,2.78,37,90,1,
30274787,VERY SPACIOUS! ROOM D 10MIN TO PRUDENTIAL/EWR/RUTG,212693162,Kingsley,,Central,40.74849,-74.18971,Private room,100,7,137,2024-10-20,1.85,37,90,2,
30444387,Modern 3BR2BA walk to Path Train w Parking Laundry,148995953,Carolyn,,Central,40.727703,-74.17466,Entire home/apt,198,10,78,2024-11-28,1.06,3,348,25,
31190503,Modern 4 bedrooms Apartment with TV&WiFi,77103759,Shadi,,South,40.70908,-74.21459,Entire home/apt,199,1,32,2022-06-26,0.44,6,33,0,
31191998,Affordable Private Bed A| NYC| EWR| BethIsrael,77103759,Shadi,,South,40.7093,-74.21331,Private room,55,1,265,2024-12-18,3.63,6,88,37,
31192307,💡Private Bed/20 Min. to American Dream Mall/ NYC👀,77103759,Shadi,,South,40.70813,-74.21329,Private room,45,1,205,2024-12-20,2.81,6,73,29,
31192461,Affordable Private Bed C| NYC| EWR| BethIsrael,77103759,Shadi,,South,40.70822,-74.21369,Private room,44,1,196,2024-11-09,2.68,6,240,24,
31546014,Amazing suite 6 minutes to airport/penn station,236445359,Edinea,,East,40.72358,-74.16859,Private room,60,3,15,2022-01-01,0.21,2,96,0,
31824576,Lovely apt ! Ideal for a couple! Easy access NYC.,238501905,Ruy,,East,40.73275,-74.16289,Entire home/apt,125,1,237,2024-12-28,3.32,6,183,63,
31854399,Excellent location!Comfy Studio near Manhattan,238501905,Ruy,,East,40.733395,-74.163422,Entire home/apt,130,1,225,2024-12-12,3.15,6,181,41,
31858311,Affordable Private Bed D| NYC| EWR| BethIsrael,77103759,Shadi,,South,40.70995,-74.2136,Private room,44,1,195,2024-12-20,2.71,6,334,30,
31874102,Private two-bedroom in Arts District @ Halsey55,238896397,Beth,,Central,40.74069,-74.17136,Entire home/apt,344,28,8,2022-05-31,0.11,1,362,0,
32072138,Spacious King-Near Penn Station & Easy Ride to NYC,193718645,Lh Augustin,,Central,40.73327,-74.17505,Entire home/apt,165,2,248,2024-12-09,3.47,4,16,16,
32936593,ModernGuestHouse 7-FastTrainToNYC-OneStop2Airport,247824262,Yuki Mark,,East,40.73237,-74.16385,Private room,,1,177,2024-12-05,2.54,9,171,36,
33015170,ModernGuestHouse 6-FastTrainNYC-OneStop2Airport,247824262,Yuki Mark,,East,40.7329,-74.16464,Private room,94,1,184,2024-12-13,2.62,9,173,42,
33169957,ModernGuestHouse 8-FastTrainToNYC-OneStop2Airport,247824262,Yuki Mark,,East,40.73177,-74.16328,Private room,,1,116,2024-12-02,1.65,9,178,30,
33291039,Cozy 1 Bedroom,180030556,Ana,,East,40.72456,-74.17067,Entire home/apt,105,1,378,2024-12-25,5.40,2,337,59,
33320248,Beautiful Traditional Style Room,251002137,Gabriela & Diego,,East,40.72872,-74.16592,Private room,55,2,4,2020-01-01,0.06,1,178,0,
33455950,BEAUTIFUL ROOM A2. 10min to PRUDENTIAL/RUTGERS/EWR,212693162,Kingsley,,Central,40.7472,-74.18767,Private room,85,7,115,2023-12-30,1.64,37,177,0,
33499024,BEAUTIFUL! ROOMC2 10 MINS TO PRUDENTIAL/EWR/RUTGER,212693162,Kingsley,,Central,40.74725,-74.18823,Private room,95,5,102,2023-04-17,1.46,37,180,0,
33503575,Halsey Haven 55-Upbeat Arts District Close to Nyc,251981578,RedAwning,,Central,40.7407,-74.171402,Entire home/apt,134,1,2,2022-04-18,0.04,1,196,0,
33544189,Sleeps 7! See it? Book it! Ironbound 3bedr,79153497,Natalie,,East,40.72836,-74.15251,Entire home/apt,213,3,52,2024-12-15,0.74,7,89,20,
33561634,ModernGuestHouse 4-FastTrainToNYC-OneStop2Airport,247824262,Yuki Mark,,East,40.72917,-74.1584,Private room,78,1,121,2024-12-15,1.74,9,172,21,
33561793,ModernGuestHouse 5-FastTrainToNYC-OneStop2Airport,247824262,Yuki Mark,,East,40.72933,-74.15846,Private room,86,1,130,2024-12-16,1.87,9,174,19,
33674916,Amazing! ROOM D2 10 MINS TO EWR/PRUDENTIAL/RUTGERS,212693162,Kingsley,,Central,40.74682,-74.18978,Private room,87,3,61,2024-11-14,0.87,37,179,5,
33781449,Modern GuestHouse 3-FastTrainToNYC-OneStop2Airport,247824262,Yuki Mark,,East,40.73244,-74.16171,Private room,93,1,188,2024-12-01,2.71,9,170,31,
34206958,AMAZING ROOM K 10 MINS TO EWR/PRUDENTIAL/RUTGERS,212693162,Kingsley,,Central,40.74512,-74.18962,Private room,97,6,118,2023-10-16,1.71,37,365,0,
34307253,Beautiful Room S. 10 min to prudential/EWR/Rutgers,212693162,Kingsley,,Central,40.7394,-74.19182,Private room,94,4,128,2024-06-12,1.86,37,364,8,
34480668,AMAZING M ROOM. 10 MIN TO PRUDENTIAL/EWR/RUTGERS,212693162,Kingsley,,Central,40.74584,-74.1868,Private room,90,4,124,2024-02-08,1.80,37,364,2,
34521130,* 2-Story Loft * Sleeps 6 * Near Penn Station *,197628534,Nyema,,Central,40.7288,-74.17985,Entire home/apt,,3,0,,,1,178,0,
34973148,Basement private bedroom and private bathroom,149529156,William,,South,40.70417,-74.21617,Private room,89,3,35,2022-07-27,0.53,1,89,0,
36275133,"*Entire House*  Close to NYC,EWR & Outlet Mall",23914235,Julliet And Anthony,,North,40.78198,-74.1707,Entire home/apt,109,30,26,2022-05-26,0.39,1,89,0,
37906338,Safe Urban Studio w/ Floor to Ceiling Windows,79744902,Tamara,,Central,40.74996,-74.18056,Entire home/apt,69,20,3,2024-05-27,0.11,1,82,2,
38390592,Enjoy Best of Ironbound/work from home/train 2 NYC,79153497,Natalie,,East,40.7218,-74.151,Entire home/apt,149,2,33,2024-12-01,0.60,7,29,13,
38555241,3-Story Modern Comfort w/ Parking | 17 min EWR,294177762,Dan,,Central,40.7546,-74.18978,Entire home/apt,529,3,56,2024-11-29,2.15,1,89,25,
39022631,Newly Renovated Airbnb,299033492,Orin,,East,40.7338,-74.16832,Entire home/apt,146,3,65,2024-12-11,1.07,1,87,6,
39056220,"A cozy spot ""6"" minutes away from EWR/",299330002,Nadirah,,South,40.71276,-74.20276,Private room,51,5,16,2024-12-14,0.25,4,87,3,
39058236,Modern 2BR - Minutes from EWR | Beth Israel | NYC,77103759,Shadi,,South,40.70908,-74.21399,Entire home/apt,93,1,246,2024-12-10,3.86,6,157,36,
39279849,NO FEES AMAZING ROOM Z. 7 mins TO NEWARK AIRPORT,212693162,Kingsley,,Central,40.72762,-74.18,Private room,92,6,92,2024-10-03,1.45,37,179,3,
39354393,Newark best host and location,6987357,Dwight,,West,40.73878,-74.24168,Entire home/apt,158,2,3,2023-09-02,0.17,1,358,0,
39488672,"AMAZING ROOM Y. NO FEES, 7 MINS TO NEWARK AIRPORT",212693162,Kingsley,,West,40.74159,-74.19344,Private room,98,5,122,2024-12-26,1.93,37,365,2,
39579768,Comfortable and Seperate Room1 in a friendly place,304033736,Aderemi,,South,40.72595,-74.21582,Private room,150,1,12,2022-09-11,0.19,2,364,0,
39653025,Luxurious Modern Home minutes away from NYC/EWR,27543513,Live In Luxury Homes,,East,40.73067,-74.1597,Entire home/apt,,3,72,2024-12-15,1.14,1,25,14,
39716896,Comfortable Room2 in a Friendly home & environment,304033736,Aderemi,,South,40.72712,-74.21466,Private room,150,1,1,2022-05-24,0.03,2,364,0,
39790528,Luxury room airport/ penn station,236445359,Edinea,,East,40.72455,-74.16838,Private room,50,2,4,2020-04-01,0.06,2,91,0,
39815224,BEAUTIFUL ROOM E. 7mins TO PENN STATION/EWRAIRPORT,212693162,Kingsley,,Central,40.74712,-74.18908,Private room,102,5,109,2024-12-14,1.75,37,365,5,
39952037,2 BEDS Modern Apt Near EWR/NYC/DreamMall/MetLife,152973554,Evelyn,,South,40.71529,-74.21063,Entire home/apt,108,1,223,2024-12-17,3.56,8,232,24,
39952477,Modern Private Bed near EWR/NYC/DreamMall/MetLife,152973554,Evelyn,,South,40.71517,-74.20981,Private room,49,1,61,2024-09-12,1.02,8,232,18,
39952614,Modern Private Bed near EWR/NYC/DreamMall/MetLife,152973554,Evelyn,,South,40.71461,-74.20989,Private room,49,1,60,2024-11-20,0.97,8,241,24,
40181648,★ Large ★ 7 bedroom ★ 2 Floor House ★ NY Book Now!,73456197,Ray,,East,40.72006,-74.15244,Entire home/apt,380,1,40,2024-11-18,0.66,4,310,7,
40212633,En-suite Room w/ Kitchenette & Direct Bus NYC &EWR,21662783,T. Anna,,South,40.70614,-74.20596,Entire home/apt,53,60,12,2024-09-20,0.19,5,100,4,
40213287,1BR1BA Guest Suite in Condo-35 Min. 2NYC via107Bus,21662783,T. Anna,,South,40.707,-74.20604,Entire home/apt,,90,5,2024-01-03,0.08,5,89,1,
40340337,"Bright Spacious Rm, 25 min to NYC and 7 min to EWR",52659070,LilyRentals,,Central,40.75837,-74.1884,Private room,29,14,7,2024-08-06,0.13,93,87,2,
40472950,NO FEES ROOM G. 8 MINS TO EWR AIRPORT/PENN STATION,212693162,Kingsley,,Central,40.7472,-74.18954,Private room,91,6,96,2024-04-02,1.60,37,365,1,
40482582,"Cozy Spot 2, ""6"" mins from EWR/Newark Liberty Intl",299330002,Nadirah,,South,40.71289,-74.20431,Private room,55,4,8,2024-11-18,0.13,4,86,1,
40489085,"Nice & Cozy Spot ""6"" minutes away from EWR airport",299330002,Nadirah,,South,40.71308,-74.2045,Private room,,5,1,2024-10-17,0.39,4,0,1,
40595531,Lovely 1BR/5 Min Prudential/10 Newark Penn,314532964,Perose,,Central,40.73296,-74.17449,Entire home/apt,145,1,119,2024-12-07,1.94,13,262,14,
40596506,3 BEDS Cozy Apt near EWR/NYC/DreamMall/MetLife,152973554,Evelyn,,South,40.7154,-74.21014,Entire home/apt,133,1,202,2024-12-29,3.27,8,251,50,
40638531,Cozy Room near EWR/NYC/DreamMall/MetLife,152973554,Evelyn,,South,40.71383,-74.21048,Private room,49,1,93,2024-11-06,1.51,8,251,4,
40639933,Cozy Room near EWR/NYC/DreamMall/MetLife,152973554,Evelyn,,South,40.71537,-74.21072,Private room,49,1,78,2024-09-30,1.27,8,257,4,
40641950,Cozy Room near EWR/NYC/DreamMall/MetLife,152973554,Evelyn,,South,40.71363,-74.20889,Private room,49,1,100,2024-10-18,1.65,8,257,3,
40649798,Amazing Room Z. 6 mins to airport/Penn/Prudential,212693162,Kingsley,,Central,40.72716,-74.18069,Private room,84,2,56,2024-05-04,0.91,37,362,1,
40886197,"Private room 2C, near EWR and NYC",118893084,Abdulla,,West,40.74707,-74.19609,Private room,43,2,53,2024-11-15,0.86,2,89,10,
41431717,COZY ROOM “B1” 8 MINS TO AIRPORT/PENN/EWR/RUTGERS.,260464120,Sandra,,West,40.74182,-74.19365,Private room,76,1,76,2024-10-20,1.25,18,364,17,
41453568,GORGEOUS ROOM “A1” 8 MINS TO AIRPORT/PENN/RUTGERS,260464120,Sandra,,West,40.74177,-74.19393,Private room,80,1,194,2024-11-28,3.21,18,363,16,
41501669,AMAZING GETAWAY “A2”ROOM 8 MINS TO EWR/PENN/RUTGER,260464120,Sandra,,West,40.74231,-74.19335,Private room,86,4,154,2024-08-03,2.55,18,362,14,
41636790,"Online Spot, EWR/NYC & major highways",219943978,Gem,,North,40.77632,-74.16234,Private room,37,1,81,2022-11-01,1.35,5,2,0,
41666678,Gold krust,328804258,Franklyn,,West,40.74848,-74.20688,Private room,61,3,9,2024-09-20,0.17,6,175,3,
41689102,IVY ROOM “A3” 8 MINS TO AIRPORT/PENN/EWR/RUTGERS.,260464120,Sandra,,West,40.7418,-74.19387,Private room,91,1,87,2024-06-10,1.45,18,364,4,
41982792,RUBY ROOM “C2” 8 MINS TO AIRPORT/PENN/EWR/RUTGERS.,260464120,Sandra,,West,40.74052,-74.19475,Private room,79,1,65,2024-11-24,1.09,18,364,24,
41983600,DIAMOND RM “B2” 8 MINS TO AIRPORT/PENN/EWR/RUTGERS,260464120,Sandra,,West,40.74008,-74.19445,Private room,76,1,85,2024-08-29,1.43,18,364,6,
42033002,CANDY ROOM “C1”  8 MINS TO PENN/EWR AIRPORT/RUTGER,260464120,Sandra,,West,40.7418,-74.19534,Private room,76,1,79,2024-09-28,1.33,18,364,8,
42134046,"Private Apt. Minutes from NYC, EWR and Newark Penn",334292454,Marlene,,North,40.77103,-74.16208,Entire home/apt,75,1,130,2024-12-16,2.76,1,70,30,
42207026,AMAZING!!ROOM “V2” 10 MINS TO AIRPORT/PENN/RUTGERS,212693162,Kingsley,,Central,40.74669,-74.18737,Private room,104,6,4,2024-09-24,0.23,37,365,1,
42405386,Near Newark Penn Station,48869670,Andres,,East,40.73194,-74.16258,Entire home/apt,125,6,39,2024-11-11,1.05,5,177,15,
42409141,Need some free time?My lilspace is the right place,337525006,Precious,,West,40.74119,-74.20687,Private room,50,7,0,,,1,83,0,
42520266,Hidden Gem of Forest Hills/ Mins To Downtown,338687664,Shaun,,North,40.77219,-74.16952,Entire home/apt,93,1,91,2024-12-21,1.70,13,363,23,
42565920,“VERY CLEAN”ROOM M2 8MINS TO RUTGER/EWR/PRUDENTIAL,212693162,Kingsley,,Central,40.74609,-74.18875,Private room,95,6,28,2024-01-05,0.48,37,365,1,
42610700,Brick Cities Finest!,339442282,Idrissa,,West,40.73914357636018,-74.20582093298435,Private room,55,1,2,2022-09-25,0.07,1,363,0,
42623194,CALM ROOM “B3” 8 MINS TO PENN/EWR AIRPORT/RUTGER,260464120,Sandra,,West,40.74211,-74.1951,Private room,76,1,80,2024-10-22,1.37,18,364,13,
42627920,LOVE ROOM “C3” 8 MINS TO PENN/EWR AIRPORT/RUTGER,260464120,Sandra,,West,40.74072,-74.19472,Private room,76,1,90,2024-10-27,1.54,18,364,9,
42793193,Clean private room with access to NYC and EWR.,212082180,David,,East,40.73181,-74.14444,Private room,57,1,61,2024-11-17,1.05,2,174,19,
42794195,Private bdrm near Newark Penn and Harrison Path,212082180,David,,East,40.73278,-74.14425,Private room,52,1,40,2024-12-02,0.69,2,178,16,
